,price,year,origin,firstCirculationDate,technicalControl,firstHand,mileage,energy,gearbox,externalColor,doors,seats,length,trunkVolumeRange,consumption,co2
1190,41020,2024,France,21/05/2024,Non requis,Oui,5605,Essence,Automatique,Gris,4.0,5.0,4.38,Moyen Coffre,6.2,139.0
1191,25870,2023,France,24/12/2023,Non requis,Oui,20905,Essence,Automatique,Blanc,5.0,5.0,4.07,Grand coffre,5.5,125.0
1192,32920,2024,France,26/04/2024,Non requis,Non,12,Hybride essence électrique,Automatique,gris,5.0,5.0,4.23,Petit coffre,,
1193,40240,2022,France,23/04/2022,Non requis,Oui,31684,Hybride essence électrique,Automatique,Blanc,5.0,5.0,4.34,Moyen Coffre,,
1194,35400,2019,France,07/02/2019,Requis,Oui,88920,Diesel,Manuelle,blanc verni,2.0,3.0,5.91,,,
1195,42130,2023,Importé,08/07/2023,Non requis,Non,37,Diesel,Automatique,Noir,5.0,,,,,122.0
1196,9000,2013,France,18/11/2013,Requis,Non,121362,Essence,Manuelle,rouge metal,5.0,5.0,4.42,Grand coffre,4.7,138.0
1197,48130,2016,France,17/03/2016,Requis,Non,49434,Essence,Manuelle,noir metal,3.0,2.0,4.47,Moyen Coffre,9.8,234.0
1198,32030,2024,France,18/08/2024,Non requis,Oui,1,Essence,Automatique,rouge,5.0,5.0,4.37,Grand coffre,5.7,128.0
1199,29880,2018,France,21/02/2018,Requis,Oui,25708,Essence,Automatique,bleu metal,2.0,2.0,3.92,Petit coffre,6.6,154.0
1200,14990,2003,France,29/04/2003,Requis,Non,56400,Essence,Manuelle,gris metal,2.0,2.0,3.98,Petit coffre,8.1,
1201,65990,2024,France,13/05/2024,Non requis,Oui,17284,Diesel,Automatique,Daytona Gray Pearlescent,5.0,5.0,4.69,Moyen Coffre,5.7,156.0
1202,24490,2020,France,10/02/2020,Non requis,Non,112860,Diesel,Automatique,Noir,4.0,5.0,4.79,Grand coffre,4.5,118.0
1203,29210,2023,Importé,06/01/2024,Non requis,Non,12,Hybride essence électrique,Manuelle,beige,5.0,,,,,
1204,60480,2023,France,12/03/2023,Non requis,Non,20024,Essence,Automatique,noir,5.0,5.0,4.87,Grand coffre,8.9,210.0
1205,20500,2018,France,13/06/2018,Requis,Oui,26808,Diesel,Manuelle,marron,5.0,5.0,4.16,Moyen Coffre,3.3,97.0
1206,27810,2017,France,09/01/2018,Requis,Non,27709,Diesel,Automatique,gris foncé,5.0,5.0,4.33,Moyen Coffre,3.8,105.0
1207,36700,2021,France,30/05/2021,Non requis,Non,29267,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.5,Moyen Coffre,,
1208,11970,2018,France,28/03/2018,Requis,Non,121000,Essence,Manuelle,gris nacre,3.0,4.0,3.57,Petit coffre,3.4,90.0
1209,29120,2023,Importé,10/05/2023,Non requis,Non,8586,Essence,Automatique,rouge,5.0,,,,,142.0
1210,20110,2024,France,11/06/2024,Non requis,Non,11,Essence,Manuelle,gris,5.0,5.0,4.1,Grand coffre,5.6,126.0
1211,11950,2019,France,21/05/2019,Requis,Oui,89822,Essence,Manuelle,rouge,5.0,5.0,3.97,Grand coffre,4.4,108.0
1212,13620,2018,France,09/12/2018,Requis,Non,130907,Essence,Manuelle,gris anthracite mat,5.0,5.0,3.97,Grand coffre,3.9,104.0
1213,12520,2018,France,08/01/2019,Requis,Non,67031,Essence,Manuelle,noir metal,5.0,5.0,4.15,Moyen Coffre,5.0,143.0
1214,23390,2023,France,31/01/2024,Non requis,Oui,20272,Essence,Manuelle,gris,5.0,5.0,4.07,Grand coffre,5.2,119.0
1215,157830,2018,Importé,13/01/2019,Requis,Non,44343,Essence,Automatique,gris clair verni,2.0,4.0,4.5,Petit coffre,9.0,208.0
1216,52980,2024,France,16/02/2024,Non requis,Oui,85,Hybride essence électrique,Automatique,noir metal,5.0,5.0,4.5,Moyen Coffre,,
1217,17850,2017,France,29/07/2017,Requis,Non,71270,Essence,Automatique,blanc,5.0,5.0,4.12,Moyen Coffre,4.9,125.0
1218,13070,2022,France,23/05/2022,Non requis,Oui,188924,Diesel,Manuelle,blanc,5.0,2.0,4.06,Grand coffre,4.6,121.0
1219,36920,2023,Importé,18/02/2023,Non requis,Non,16561,Essence,Automatique,vert,5.0,,,,,146.0
1220,22880,2022,France,20/04/2022,Non requis,Oui,30520,Essence,Manuelle,gris metal,3.0,4.0,3.66,Moyen Coffre,7.2,156.0
1221,42540,2017,France,05/04/2017,Requis,Non,144835,Diesel,Automatique,noir metal,5.0,5.0,5.05,Grand coffre,5.4,149.0
1222,30700,2022,France,26/08/2022,Non requis,Oui,19958,Essence,Manuelle,gris polymétal,2.0,,3.92,Petit coffre,6.3,142.0
1223,54430,2024,France,26/02/2024,Non requis,Oui,20316,Diesel,Automatique,noir,5.0,5.0,4.5,Moyen Coffre,5.4,142.0
1224,35970,2023,France,29/03/2023,Non requis,Non,6880,Diesel,Automatique,rouge,5.0,5.0,4.37,Grand coffre,4.9,120.0
1225,337810,2018,France,13/06/2018,Requis,Non,20496,Essence,Automatique,rouge verni,2.0,2.0,4.57,Moyen Coffre,,260.0
1226,43030,2023,France,04/01/2024,Non requis,Non,40939,Hybride essence électrique,Automatique,BLEU CELEBES,5.0,5.0,4.45,Moyen Coffre,,
1227,18970,2022,France,23/05/2022,Non requis,Non,23701,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.05,Moyen Coffre,,
1228,19100,2023,Importé,25/03/2023,Non requis,Non,10834,Essence,Manuelle,rouge,5.0,,,,,123.0
1229,7200,2002,France,25/03/2002,Requis,Oui,80244,Diesel,Manuelle,gris metal,5.0,5.0,4.62,Moyen Coffre,4.9,168.0
1230,122450,2022,Importé,11/02/2022,Non requis,Non,36652,Essence,Automatique,noir,2.0,4.0,4.79,Grand coffre,10.0,231.0
1231,35740,2024,France,10/12/2024,Non requis,Oui,1180,Essence,Automatique,Teinte M. Blanc Okénite,4.0,5.0,4.3,Moyen Coffre,5.9,133.0
1232,33900,2023,France,06/08/2023,Non requis,Non,11,Essence,Automatique,bleu,5.0,5.0,4.12,Petit coffre,6.0,136.0
1233,22300,2021,France,28/09/2021,Non requis,Oui,66899,Diesel,Manuelle,noir,5.0,7.0,4.64,Moyen Coffre,5.6,147.0
1234,17340,2021,France,28/11/2021,Non requis,Non,60895,Essence,Manuelle,bleu azur,5.0,5.0,4.06,Grand coffre,5.5,124.0
1235,32680,2024,France,24/09/2024,Non requis,Non,7320,Essence,Manuelle,Blanc,5.0,5.0,4.24,Petit coffre,5.4,122.0
1236,17080,2022,France,04/04/2022,Non requis,Non,51276,Essence,Manuelle,rouge,5.0,5.0,4.05,Moyen Coffre,5.3,119.0
1237,25280,2022,Importé,06/08/2022,Non requis,Non,20611,Essence,Manuelle,noir,5.0,,,,,
1238,17010,2022,France,27/08/2022,Non requis,Oui,67410,Essence,Manuelle,gris foncé,5.0,5.0,4.15,Moyen Coffre,5.9,134.0
1239,28160,2021,France,09/08/2021,Non requis,Oui,62584,Essence,Automatique,BLEU MAGNETIC,5.0,5.0,4.45,Moyen Coffre,6.7,152.0
1240,18700,2020,France,14/01/2021,Non requis,Oui,84364,Essence,Manuelle,noir metal,5.0,5.0,4.21,Moyen Coffre,4.7,104.0
1241,28630,2017,France,30/05/2017,Requis,Non,77280,Essence,Automatique,rouge,5.0,5.0,4.39,Moyen Coffre,6.6,152.0
1242,19090,2019,France,05/07/2019,Requis,Non,58837,Essence,Manuelle,gris titanium,5.0,5.0,4.64,Moyen Coffre,4.8,125.0
1243,33610,2023,France,16/04/2023,Non requis,Non,6326,Essence,Automatique,bleu,5.0,5.0,4.45,Moyen Coffre,6.4,145.0
1244,30960,2022,Importé,19/05/2022,Non requis,Non,64380,Diesel,Automatique,Blanc,5.0,5.0,4.5,,5.1,135.0
1245,101460,2012,France,20/05/2012,Requis,Oui,53939,Essence,Automatique,marron,2.0,4.0,4.44,,7.5,247.0
1246,21030,2019,France,14/09/2019,Requis,Oui,105048,Diesel,Manuelle,noir,5.0,5.0,4.69,Moyen Coffre,4.6,133.0
1247,32920,2020,France,27/01/2021,Non requis,Oui,129564,Diesel,Manuelle,Blanc,4.0,3.0,,,,
1248,13760,2019,France,19/05/2019,Requis,Oui,101039,Essence,Manuelle,noir,5.0,5.0,3.97,Grand coffre,3.7,99.0
1249,35680,2023,France,17/11/2023,Non requis,Oui,1190,Essence,Automatique,Teinte spéciale Bleu Vertigo,5.0,5.0,4.3,Moyen Coffre,5.9,134.0
1250,113980,2020,Importé,12/08/2020,Non requis,Non,55200,Hybride essence électrique,Automatique,gris,5.0,5.0,5.05,Moyen Coffre,,
1251,31620,2020,France,05/04/2020,Non requis,Oui,118693,Diesel,Automatique,gris clair,5.0,5.0,4.43,Moyen Coffre,5.0,131.0
1252,86080,2018,France,31/12/2018,Requis,Non,116235,Diesel,Automatique,noir,5.0,5.0,5.0,Moyen Coffre,7.6,219.0
1253,41780,2021,France,07/08/2021,Non requis,Non,82820,Hybride essence électrique,Automatique,gris,5.0,5.0,4.6,Moyen Coffre,,
1254,13780,2019,France,14/03/2019,Requis,Non,34757,Essence,Manuelle,platine,5.0,5.0,4.16,Petit coffre,4.1,109.0
1255,19940,2022,Importé,13/01/2023,Non requis,Non,13562,Essence,Manuelle,gris,5.0,,,,,130.0
1256,35930,2024,France,22/09/2024,Non requis,Oui,5300,Diesel,Automatique,noir,5.0,5.0,4.34,Grand coffre,4.6,123.0
1257,288830,2020,France,26/10/2020,Non requis,Oui,37496,Essence,Automatique,blanc,2.0,2.0,4.57,Moyen Coffre,11.4,260.0
1258,19930,2021,France,20/08/2021,Non requis,Non,45317,Essence,Manuelle,blanc verni,5.0,5.0,4.21,Moyen Coffre,6.2,140.0
1259,33260,2017,France,15/06/2017,Requis,Oui,101396,Diesel,Automatique,rouge,5.0,5.0,4.49,Moyen Coffre,5.2,149.0
1260,87580,2019,France,18/10/2019,Requis,Oui,26400,Essence,Automatique,blanc,5.0,5.0,4.75,Grand coffre,10.7,244.0
1261,47700,1969,Importé,08/06/1969,Requis,Non,155408,Essence,Automatique,orange,2.0,,,,,
1262,15780,2021,Importé,30/08/2021,Non requis,Non,66736,Essence,Manuelle,orange,5.0,,,,,119.0
1263,42460,2024,France,03/05/2024,Non requis,Oui,7080,Essence,Manuelle,BLANC,4.0,5.0,4.43,Moyen Coffre,6.3,145.0
1264,7720,2001,France,31/08/2001,Requis,Non,20550,Essence,Manuelle,gris foncé,5.0,5.0,3.84,Moyen Coffre,5.3,157.0
1265,26860,2022,France,09/09/2022,Non requis,Oui,55103,Diesel,Automatique,gris,5.0,5.0,4.45,Moyen Coffre,5.1,134.0
1266,50260,2018,Importé,28/04/2018,Requis,Non,6068,Diesel,Automatique,blanc,5.0,5.0,4.8,Moyen Coffre,5.1,154.0
1267,15150,2021,France,12/05/2021,Non requis,Oui,52334,Essence,Manuelle,gris clair,5.0,5.0,4.06,Grand coffre,5.3,118.0
1268,37270,2020,France,10/05/2020,Non requis,Oui,57638,Essence,Automatique,NOIR,5.0,5.0,4.48,Moyen Coffre,5.8,130.0
1269,222090,2021,France,05/07/2021,Non requis,Oui,18590,Essence,Automatique,bleu metal,2.0,4.0,4.52,Petit coffre,10.7,242.0
1270,32480,2024,Importé,08/04/2024,Non requis,Non,13,Essence,Manuelle,bleu,5.0,,,,,147.0
1271,26790,2023,France,26/07/2023,Non requis,Oui,19163,Essence,Manuelle,noir,5.0,5.0,4.45,Moyen Coffre,6.2,141.0
1272,53840,2022,France,30/04/2022,Non requis,Non,34015,Hybride essence électrique,Automatique,bleu,5.0,5.0,4.5,Moyen Coffre,,
1273,16400,2021,France,08/08/2021,Non requis,Non,60180,Essence,Manuelle,blanc verni,5.0,5.0,4.06,Moyen Coffre,5.3,119.0
1274,17050,2021,France,07/08/2021,Non requis,Oui,105571,Diesel,Automatique,gris,5.0,5.0,4.23,Moyen Coffre,5.0,124.0
1275,24940,2023,Importé,07/11/2023,Non requis,Non,24743,Essence,Manuelle,noir,5.0,,,,,146.0
1276,94380,2021,Importé,10/12/2021,Non requis,Non,28910,Essence,Automatique,gris mat,5.0,5.0,4.41,Moyen Coffre,9.5,217.0
1277,32640,2022,Importé,18/04/2022,Non requis,Non,58488,Essence,Automatique,bleu metal,2.0,4.0,3.82,Moyen Coffre,6.2,141.0
1278,30720,2023,France,11/07/2023,Non requis,Oui,19218,Essence,Automatique,GRIS ARTENSE,5.0,5.0,4.3,Moyen Coffre,5.9,135.0
1279,18130,2020,France,23/04/2020,Non requis,Non,64531,Essence,Manuelle,COSMIC SILVER,5.0,5.0,4.16,Moyen Coffre,4.8,106.0
1280,18860,2022,France,12/10/2022,Non requis,Non,36115,Essence,Manuelle,blanc,5.0,5.0,4.0,Grand coffre,5.6,122.0
1281,43490,2022,France,06/12/2022,Non requis,Non,69211,Electrique,Automatique,blanc verni,5.0,5.0,4.46,Petit coffre,,
1282,15720,2017,France,30/04/2017,Requis,Non,104292,Diesel,Manuelle,bleu,3.0,5.0,3.95,Moyen Coffre,3.3,92.0
1283,26100,2020,France,05/01/2021,Non requis,Non,99256,Diesel,Automatique,gris,5.0,5.0,4.45,Moyen Coffre,4.0,98.0
1284,46780,2024,France,22/06/2024,Non requis,Oui,22381,Hybride essence électrique,Automatique,gris foncé,5.0,5.0,4.42,Petit coffre,,
1285,44880,2024,France,24/02/2024,Non requis,Non,123,Essence,Automatique,noir,5.0,5.0,4.38,Moyen Coffre,6.2,139.0
1286,32260,2019,France,07/07/2019,Requis,Non,66734,Essence,Manuelle,blanc,5.0,5.0,4.43,Moyen Coffre,6.2,144.0
1287,23180,2022,France,25/07/2022,Non requis,Non,35963,Bicarburation essence GPL,Manuelle,gris,5.0,5.0,4.23,Moyen Coffre,7.7,120.0
1288,25420,2020,Importé,14/01/2021,Non requis,Non,52311,Essence,Manuelle,blanc,5.0,5.0,4.31,Grand coffre,5.5,119.0
1289,42280,2024,France,13/10/2024,Non requis,Non,4508,Electrique,Automatique,Granite avec toit Volcano,5.0,5.0,4.08,Petit coffre,,
1290,18400,2022,France,18/04/2022,Non requis,Oui,21803,Electrique,Automatique,gris foncé,5.0,4.0,3.6,Moyen Coffre,,
1291,18410,2022,Importé,17/01/2023,Non requis,Non,31565,Essence,Manuelle,blanc,5.0,,,,,122.0
1292,37990,2023,France,08/02/2023,Non requis,Non,10390,Diesel,Automatique,bleu,4.0,5.0,4.5,,4.5,118.0
1293,29740,2023,France,02/06/2023,Non requis,Non,42149,Essence,Manuelle,GRIS,5.0,5.0,4.42,Moyen Coffre,6.3,143.0
1294,21070,2018,France,01/06/2018,Requis,Oui,41697,Diesel,Manuelle,blanc,5.0,5.0,4.42,Grand coffre,,
1295,14150,2017,Importé,08/01/2018,Requis,Non,115259,Essence,Manuelle,blanc verni,5.0,5.0,4.32,,6.0,145.0
1296,9900,2012,France,10/01/2013,Requis,Oui,60734,Diesel,Manuelle,gris metal,5.0,5.0,4.49,Grand coffre,4.2,119.0
1297,17740,2021,Importé,11/04/2021,Non requis,Non,66316,Essence,Manuelle,marron,5.0,5.0,4.05,Grand coffre,5.6,104.0
1298,189720,2020,Importé,06/11/2020,Non requis,Non,39437,Essence,Automatique,vert foncé metal,2.0,4.0,4.52,Petit coffre,8.9,205.0
1299,30980,2022,France,04/11/2022,Non requis,Oui,16878,Electrique,Automatique,GRIS CLAIR,5.0,5.0,4.3,Moyen Coffre,,
1300,29750,2021,France,01/02/2022,Non requis,Oui,26614,Hybride essence électrique,Automatique,Polar White,5.0,5.0,4.47,Grand coffre,,
1301,30870,2017,France,19/10/2017,Requis,Non,83328,Essence,Automatique,rouge,5.0,5.0,4.39,Moyen Coffre,6.6,152.0
1302,20540,2021,France,28/09/2021,Non requis,Oui,69305,Essence,Automatique,Teinte M. Jaune Faro,5.0,5.0,4.06,Grand coffre,5.8,131.0
1303,24970,2021,France,18/09/2021,Non requis,Oui,52576,Essence,Manuelle,gris foncé,5.0,5.0,4.3,Moyen Coffre,5.5,125.0
1304,23430,2014,France,20/03/2014,Requis,Non,130566,Hybride essence électrique,Automatique,gris clair metal,4.0,5.0,4.92,Moyen Coffre,,
1305,19960,2020,France,26/08/2020,Non requis,Non,59940,Diesel,Automatique,gris,5.0,5.0,4.17,Petit coffre,4.1,112.0
1306,25680,2022,France,20/08/2022,Non requis,Non,11,Diesel,Manuelle,rouge,5.0,5.0,4.15,Petit coffre,4.4,117.0
1307,43490,2021,France,02/11/2021,Non requis,Non,66976,Diesel,Automatique,Blanc,5.0,5.0,4.69,Moyen Coffre,4.9,129.0
1308,33280,2024,France,13/01/2025,Non requis,Non,1110,Diesel,Automatique,GRIS ARTENSE,5.0,5.0,4.3,Moyen Coffre,5.0,132.0
1309,27010,2023,France,01/09/2023,Non requis,Oui,8969,Essence,Manuelle,GRIS ARTENSE,5.0,5.0,4.3,Moyen Coffre,5.5,124.0
1310,24450,2019,France,12/12/2019,Non requis,Oui,122231,Essence,Automatique,noir,5.0,5.0,4.45,Moyen Coffre,4.8,129.0
1311,135700,2020,France,29/10/2020,Non requis,Non,33925,Hybride essence électrique,Automatique,Gris,5.0,5.0,5.05,Grand coffre,,
1312,13400,2019,France,22/12/2019,Non requis,Oui,56990,Electrique,Automatique,blanc,4.0,2.0,4.28,,,
1313,22250,2019,France,01/05/2019,Requis,Non,40212,Essence,Manuelle,blanc,5.0,5.0,4.48,Moyen Coffre,4.5,117.0
1314,22780,2017,France,08/12/2017,Requis,Non,84475,Diesel,Automatique,bleu,5.0,5.0,4.69,Moyen Coffre,3.7,109.0
1315,38920,2020,France,09/12/2020,Non requis,Oui,81420,Diesel,Automatique,gris metal,5.0,5.0,4.73,Grand coffre,5.3,106.0
1316,45280,2023,Importé,23/12/2023,Non requis,Non,9289,Diesel,Automatique,bleu azur,5.0,,,,,118.0
1317,52780,2024,France,21/06/2024,Non requis,Oui,22425,Diesel,Automatique,Gris,5.0,7.0,4.7,Petit coffre,5.4,147.0
1318,25540,2023,Importé,07/03/2023,Non requis,Non,12,Hybride essence électrique,Manuelle,beige,5.0,,,,,
1319,27390,2024,France,15/04/2024,Non requis,Non,1,Essence,Manuelle,bleu,5.0,5.0,4.5,Moyen Coffre,6.1,141.0
1320,24520,2016,France,20/04/2016,Requis,Non,162400,Diesel,Automatique,gris clair verni,4.0,5.0,4.88,Grand coffre,4.1,118.0
1321,36280,2023,France,31/08/2023,Non requis,Oui,14771,Essence,Manuelle,gris quartz metal,5.0,5.0,4.48,Moyen Coffre,6.1,140.0
1322,17680,2019,France,23/02/2019,Requis,Non,67045,Essence,Manuelle,blanc,5.0,5.0,4.1,Petit coffre,4.6,119.0
1323,25720,2021,France,12/08/2021,Non requis,Non,54551,Diesel,Manuelle,Bleu,5.0,5.0,4.39,Moyen Coffre,5.3,140.0
1324,18220,2012,Importé,13/09/2012,Requis,Oui,172732,Diesel,Manuelle,gris foncé,5.0,,,,,
1325,22800,2024,France,15/04/2024,Non requis,Oui,1170,Essence,Manuelle,GRIS ARTENSE,4.0,5.0,4.06,Moyen Coffre,5.3,119.0
1326,62130,2023,France,07/11/2023,Non requis,Oui,44070,Diesel,Automatique,noir metal,5.0,5.0,4.76,Grand coffre,5.2,149.0
1327,42820,2023,France,10/06/2023,Non requis,Non,9533,Diesel,Manuelle,gris,5.0,7.0,4.64,,5.1,133.0
1328,41280,2023,France,03/10/2023,Non requis,Non,12,Essence,Automatique,bleu,5.0,5.0,4.45,Moyen Coffre,6.4,145.0
1329,32200,2024,Importé,12/03/2024,Non requis,Non,12,Essence,Automatique,gris,5.0,,,,,142.0
1330,21660,2019,Importé,27/12/2019,Non requis,Non,112001,Essence,Manuelle,blanc,5.0,,,,,134.0
1331,29360,2022,France,25/03/2022,Non requis,Oui,49375,Electrique,Automatique,Noir Obsidien (Nacre,5.0,5.0,4.36,Grand coffre,,
1332,17090,2023,France,02/02/2023,Non requis,Oui,29577,Essence,Manuelle,BLEU FONCE,3.0,4.0,3.57,Moyen Coffre,,107.0
1333,27190,2023,France,14/03/2023,Non requis,Oui,15015,Essence,Automatique,Blanc,5.0,5.0,4.11,Moyen Coffre,6.2,144.0
1334,12990,2019,France,20/04/2019,Requis,Oui,84470,Diesel,Manuelle,platine,5.0,5.0,4.08,Grand coffre,3.8,98.0
1335,163890,2017,France,12/08/2017,Requis,Non,62304,Essence,Automatique,blanc verni,2.0,4.0,4.51,Petit coffre,9.3,216.0
1336,23480,2021,France,08/01/2022,Non requis,Oui,64200,Essence,Automatique,gris,5.0,5.0,4.38,Moyen Coffre,6.4,150.0
1337,36450,2020,France,31/05/2020,Non requis,Non,62422,Essence,Automatique,gris,5.0,5.0,4.49,Moyen Coffre,7.0,128.0
1338,28650,2023,France,12/11/2023,Non requis,Non,9715,Essence,Automatique,noir,5.0,5.0,4.23,Moyen Coffre,5.9,133.0
1339,32630,2024,France,01/07/2024,Non requis,Oui,1,Essence,Automatique,rouge,5.0,5.0,4.37,Grand coffre,5.7,130.0
1340,22300,2019,Importé,26/11/2019,Non requis,Oui,36635,Essence,Manuelle,blanc,5.0,,,,,115.0
1341,51220,2020,France,24/07/2020,Non requis,Non,75640,Diesel,Automatique,noir,5.0,5.0,4.75,Moyen Coffre,6.3,137.0
1342,35630,2019,France,18/04/2019,Requis,Oui,78821,Essence,Automatique,noir,5.0,5.0,4.4,Moyen Coffre,6.6,174.0
1343,22380,2017,France,06/11/2017,Requis,Non,162799,Diesel,Automatique,noir,5.0,7.0,4.86,Grand coffre,4.4,120.0
1344,51120,2022,France,25/05/2022,Non requis,Non,20303,Hybride essence électrique,Automatique,noir metal,5.0,5.0,4.61,Moyen Coffre,,
1345,59260,2021,France,01/09/2021,Non requis,Non,42664,Electrique,Automatique,Gris,5.0,5.0,4.9,Moyen Coffre,,
1346,23920,2021,France,14/05/2021,Non requis,Oui,29657,Electrique,Automatique,BLEU,5.0,5.0,4.17,Petit coffre,,
1347,12580,2022,France,09/08/2022,Non requis,Non,41017,Essence,Manuelle,GRIS,5.0,5.0,4.0,Grand coffre,5.7,122.0
1348,27580,2022,France,17/11/2022,Non requis,Non,76984,Diesel,Automatique,noir,5.0,5.0,4.99,Grand coffre,5.0,131.0
1349,29880,2023,Importé,04/02/2023,Non requis,Non,11,Hybride essence électrique,Automatique,gris,5.0,,,,,
1350,16780,2020,France,23/04/2020,Non requis,Non,61296,Essence,Manuelle,noir,5.0,5.0,4.1,Petit coffre,5.3,120.0
1351,15690,2020,France,14/12/2020,Non requis,Oui,36941,Essence,Manuelle,blanc,5.0,5.0,4.0,Grand coffre,4.3,96.0
1352,32410,2023,Importé,21/02/2023,Non requis,Non,10483,Hybride essence électrique,Manuelle,gris,5.0,,,,,
1353,32380,2017,France,06/10/2017,Requis,Non,60075,Essence,Automatique,blanc,2.0,2.0,4.05,Petit coffre,6.6,153.0
1354,16690,2021,France,17/07/2021,Non requis,Oui,31605,Bicarburation essence GNV,Manuelle,rouge,5.0,5.0,4.14,Moyen Coffre,,102.0
1355,42100,2020,Importé,11/07/2020,Non requis,Oui,50636,Diesel,Automatique,noir,5.0,5.0,,,,112.0
1356,17740,2020,France,30/10/2020,Non requis,Oui,33357,Essence,Manuelle,Gris Minéral,5.0,5.0,4.21,Moyen Coffre,4.7,106.0
1357,21640,2021,France,24/12/2021,Non requis,Oui,56188,Essence,Manuelle,bleu,5.0,5.0,4.24,Petit coffre,6.4,153.0
1358,16640,2020,France,18/02/2020,Non requis,Oui,28176,Essence,Manuelle,blanc,5.0,5.0,3.71,Moyen Coffre,5.5,107.0
1359,8600,2011,France,02/11/2011,Requis,Oui,86100,Essence,Manuelle,rouge metal,3.0,5.0,4.07,Grand coffre,5.7,135.0
1360,9370,2014,France,19/06/2014,Requis,Non,226250,Diesel,Manuelle,gris metal,5.0,5.0,4.44,Moyen Coffre,4.6,139.0
1361,14970,2021,France,18/06/2021,Non requis,Non,96200,Diesel,Manuelle,gris foncé metal,5.0,5.0,4.36,Moyen Coffre,4.5,119.0
1362,229900,2020,France,21/09/2020,Non requis,Non,46750,Essence,Automatique,noir metal,2.0,4.0,4.85,Moyen Coffre,12.2,278.0
1363,22980,2021,France,27/10/2021,Non requis,Oui,108643,Diesel,Manuelle,gris,5.0,2.0,4.23,Moyen Coffre,5.3,139.0
1364,34420,2020,France,27/12/2020,Non requis,Non,73794,Essence,Automatique,gris foncé,5.0,5.0,4.69,Grand coffre,6.3,135.0
1365,24060,2022,France,18/10/2022,Non requis,Non,89821,Essence,Automatique,blanc,5.0,5.0,4.24,Moyen Coffre,5.9,138.0
1366,42860,2024,France,11/05/2024,Non requis,Oui,1,Diesel,Manuelle,gris,4.0,6.0,5.08,,6.7,176.0
1367,38120,2021,Importé,18/06/2021,Non requis,Oui,46695,Essence,Automatique,gris,5.0,5.0,,,,168.0
1368,29610,2022,Importé,02/12/2022,Non requis,Non,66142,Diesel,Manuelle,bleu,5.0,5.0,4.4,Grand coffre,5.3,139.0
1369,47480,2024,France,06/04/2024,Non requis,Oui,8481,Essence,Automatique,noir,4.0,7.0,4.64,Grand coffre,6.6,150.0
1370,73480,2018,Importé,02/12/2018,Requis,Oui,23100,Essence,Automatique,blanc verni,5.0,5.0,4.85,Moyen Coffre,13.5,315.0
1371,26780,2018,France,17/02/2018,Requis,Non,73593,Diesel,Automatique,noir,5.0,7.0,4.53,Petit coffre,4.1,112.0
1372,23980,2013,France,14/12/2013,Requis,Non,156240,Diesel,Automatique,noir,5.0,5.0,4.53,Moyen Coffre,5.9,168.0
1373,139140,2012,Importé,21/01/2013,Requis,Non,60086,Essence,Automatique,blanc,2.0,4.0,4.45,Petit coffre,8.1,268.0
1374,38920,2022,France,06/08/2022,Non requis,Non,11296,Electrique,Automatique,Gris Quartz,5.0,5.0,4.15,Petit coffre,,
1375,37150,2023,Importé,24/08/2023,Non requis,Non,9402,Essence,Automatique,gris,5.0,,,,,146.0
1376,40310,2022,Importé,17/03/2022,Non requis,Oui,25070,Diesel,Automatique,noir metal,5.0,5.0,4.29,Grand coffre,5.2,136.0
1377,64780,2020,Importé,22/10/2020,Non requis,Non,76796,Essence,Automatique,noir,5.0,5.0,4.68,Moyen Coffre,8.1,183.0
1378,52400,2023,France,01/05/2023,Non requis,Non,36378,Diesel,Automatique,gris foncé,5.0,7.0,4.63,Moyen Coffre,5.5,150.0
1379,32030,2024,France,04/06/2024,Non requis,Oui,1,Essence,Automatique,bleu,4.0,5.0,4.37,Grand coffre,5.7,130.0
1380,31440,2023,France,16/11/2023,Non requis,Non,48919,Essence,Automatique,GRIS PLATINIUM,5.0,5.0,4.45,Moyen Coffre,6.4,145.0
1381,8920,2010,France,24/08/2010,Requis,Oui,63011,Essence,Manuelle,argent mat,5.0,5.0,3.74,Petit coffre,4.7,131.0
1382,38480,2020,France,29/09/2020,Non requis,Oui,97505,Diesel,Automatique,gris,5.0,5.0,4.94,Grand coffre,5.1,131.0
1383,31650,2020,France,20/03/2020,Non requis,Oui,60988,Diesel,Manuelle,gris,5.0,5.0,4.32,Grand coffre,3.8,98.0
1384,283380,2023,Importé,02/10/2023,Non requis,Oui,20937,Essence,Automatique,noir metal,2.0,4.0,4.54,Petit coffre,12.2,275.0
1385,62950,2024,France,28/12/2024,Non requis,Non,298,Diesel,Manuelle,gris,4.0,2.0,4.4,,5.4,144.0
1386,14380,2020,France,26/09/2020,Non requis,Oui,60000,Essence,Manuelle,gris clair metal,5.0,5.0,4.06,Grand coffre,5.0,113.0
1387,14390,2016,France,10/05/2016,Requis,Non,131231,Diesel,Manuelle,gris metal,5.0,5.0,4.3,Grand coffre,3.8,114.0
1388,51240,2024,France,06/05/2024,Non requis,Oui,1,Diesel,Automatique,blanc,4.0,3.0,4.97,,,206.0
