,price,year,origin,firstCirculationDate,technicalControl,firstHand,mileage,energy,gearbox,externalColor,doors,seats,length,trunkVolumeRange,consumption,co2
0,78090,2019,Importé,28/10/2019,Requis,Non,55824,Hybride essence électrique,Automatique,gris metal,5.0,5.0,4.88,Moyen Coffre,,
1,22040,2021,France,11/05/2021,Non requis,Oui,7924,Essence,Manuelle,blanc,5.0,5.0,4.1,Petit coffre,6.0,136.0
2,59500,2023,France,12/01/2024,Non requis,Oui,43192,Hybride essence électrique,Automatique,gris foncé,5.0,5.0,4.71,Moyen Coffre,,
3,148800,2018,France,05/12/2018,Requis,Non,54000,Essence,Automatique,noir,2.0,4.0,4.5,Petit coffre,6.6,180.0
4,37170,2020,Importé,14/04/2020,Non requis,Oui,45585,Diesel,Automatique,gris foncé,5.0,,,,,131.0
5,281120,2022,Importé,13/01/2023,Non requis,Non,9000,Essence,Automatique,noir metal,2.0,4.0,4.52,Petit coffre,10.7,244.0
6,39130,2023,France,03/07/2023,Non requis,Oui,23230,Essence,Automatique,Mythosschwarz Metallic,4.0,5.0,4.49,,5.5,128.0
7,46290,2020,France,19/07/2020,Non requis,Non,108171,Diesel,Automatique,gris foncé,5.0,5.0,4.94,Grand coffre,5.8,153.0
8,40580,2020,France,06/09/2020,Non requis,Non,124902,Diesel,Automatique,ARGENT FLEURET METAL,5.0,5.0,4.94,Grand coffre,4.7,126.0
9,99180,2017,France,10/10/2017,Requis,Non,21080,Essence,Automatique,jaune,2.0,5.0,3.99,Petit coffre,6.9,161.0
10,40660,2023,France,01/11/2023,Non requis,Non,35595,Essence,Automatique,gris clair,5.0,7.0,4.53,Petit coffre,6.5,148.0
11,32430,2021,France,08/04/2021,Non requis,Oui,77532,Hybride essence électrique,Automatique,gris,5.0,5.0,4.31,Moyen Coffre,,
12,31550,2020,France,17/03/2020,Non requis,Oui,60829,Essence,Automatique,bleu,5.0,5.0,4.27,Grand coffre,6.3,135.0
13,60400,2016,Importé,05/06/2016,Requis,Non,76320,Essence,Automatique,noir metal,5.0,5.0,4.85,Moyen Coffre,9.6,315.0
14,24130,2022,France,15/06/2022,Non requis,Oui,65410,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.37,Moyen Coffre,,
15,17800,2023,France,02/09/2023,Non requis,Oui,12118,Essence,Manuelle,NOIR,5.0,5.0,4.06,Moyen Coffre,5.3,120.0
16,10910,2019,France,15/06/2019,Requis,Oui,92870,Diesel,Manuelle,blanc,5.0,5.0,4.08,Grand coffre,3.8,98.0
17,21350,2023,France,20/05/2023,Non requis,Oui,7172,Essence,Automatique,GRIS PLATINIUM,5.0,5.0,4.0,Grand coffre,5.9,134.0
18,56480,2023,Importé,14/10/2023,Non requis,Oui,6843,Diesel,Automatique,gris verni,5.0,5.0,4.71,Moyen Coffre,5.0,132.0
19,25900,2021,France,29/05/2021,Non requis,Oui,132081,Diesel,Automatique,bleu,4.0,3.0,5.4,,,153.0
20,29240,2023,Importé,30/03/2023,Non requis,Non,11143,Essence,Automatique,gris,5.0,,,,,135.0
21,26230,2024,France,08/04/2024,Non requis,Non,13,Essence,Automatique,noir,5.0,5.0,4.1,Grand coffre,5.7,129.0
22,16840,2021,France,15/08/2021,Non requis,Oui,88135,Diesel,Manuelle,blanc,5.0,5.0,4.05,Grand coffre,4.8,127.0
23,16480,2023,Importé,28/02/2023,Non requis,Non,14240,Essence,Manuelle,blanc,5.0,5.0,4.05,Grand coffre,5.1,117.0
24,46380,2024,Importé,13/08/2024,Non requis,Oui,17,Essence,Automatique,noir metal,5.0,5.0,4.7,Moyen Coffre,6.9,155.0
25,29860,2017,France,28/02/2017,Requis,Oui,48044,Essence,Manuelle,rouge metal,2.0,2.0,3.92,Petit coffre,6.6,154.0
26,34930,2022,France,23/11/2022,Non requis,Oui,12313,Essence,Manuelle,blanc metal,5.0,5.0,4.42,Moyen Coffre,,
27,23980,2020,France,04/12/2020,Non requis,Non,47870,Essence,Automatique,rouge,5.0,5.0,4.38,Moyen Coffre,5.3,120.0
28,28190,2022,France,31/07/2022,Non requis,Oui,18537,Electrique,Automatique,noir,3.0,4.0,3.63,,,
29,76780,2017,France,15/04/2017,Requis,Non,58179,Essence,Automatique,noir,2.0,2.0,4.38,Moyen Coffre,9.2,210.0
30,28820,2021,France,23/05/2021,Non requis,Oui,23736,Electrique,Automatique,gris anthracite metal,3.0,4.0,3.63,,,
31,42440,2022,France,02/04/2022,Non requis,Oui,75712,Diesel,Automatique,bleu,5.0,5.0,4.78,Grand coffre,6.0,157.0
32,58190,2018,France,14/11/2018,Requis,Non,61374,Diesel,Automatique,Noir,5.0,5.0,4.68,Moyen Coffre,5.7,159.0
33,65170,2008,France,10/08/2008,Requis,Non,151167,Essence,Automatique,gris,2.0,4.0,4.43,Petit coffre,8.4,283.0
34,69480,2023,France,02/10/2023,Non requis,Oui,52266,Hybride essence électrique,Automatique,Noir,5.0,5.0,4.71,Moyen Coffre,,
35,25830,2023,France,09/07/2023,Non requis,Oui,28231,Essence,Automatique,jaune,5.0,5.0,4.28,Grand coffre,5.2,118.0
36,29050,2022,France,10/08/2022,Non requis,Oui,40641,Essence,Manuelle,rouge metal,2.0,2.0,3.92,Petit coffre,6.3,142.0
37,15880,2019,France,25/09/2019,Requis,Non,52189,Essence,Manuelle,blanc,5.0,5.0,4.04,Grand coffre,4.9,105.0
38,18190,2021,Importé,06/03/2021,Non requis,Oui,74420,Essence,Manuelle,noir,3.0,,,,,131.0
39,36210,2020,France,26/12/2020,Non requis,Non,103618,Diesel,Automatique,Bleu,5.0,5.0,4.43,Moyen Coffre,5.0,131.0
40,97920,2023,France,26/06/2023,Non requis,Non,13806,Essence,Automatique,blanc,4.0,5.0,4.54,Moyen Coffre,8.9,203.0
41,22240,2021,France,03/07/2021,Non requis,Oui,93082,Diesel,Automatique,noir,5.0,5.0,4.36,Moyen Coffre,,158.0
42,30610,2020,France,17/02/2020,Non requis,Oui,101244,Diesel,Automatique,blanc,5.0,5.0,4.45,Moyen Coffre,4.8,121.0
43,14970,2009,France,22/06/2009,Requis,Non,108780,Essence,Automatique,noir metal,4.0,5.0,4.58,Grand coffre,8.2,188.0
44,25080,2022,France,01/11/2022,Non requis,Oui,30049,Essence,Manuelle,bleu,5.0,5.0,4.28,Grand coffre,5.4,122.0
45,30210,2021,France,17/02/2021,Non requis,Oui,52532,Diesel,Automatique,BLEU VERTIGO,5.0,5.0,4.3,Moyen Coffre,4.9,129.0
46,25810,2023,Importé,11/01/2024,Non requis,Oui,13905,Essence,Manuelle,gris foncé metal,5.0,5.0,4.14,Moyen Coffre,5.5,125.0
47,40440,2021,France,03/02/2021,Non requis,Oui,39270,Diesel,Automatique,noir metal,4.0,5.0,4.67,Moyen Coffre,5.2,140.0
48,40640,2024,Importé,06/11/2024,Non requis,Non,11,Essence,Automatique,titane,5.0,,,,,136.0
49,12980,2020,France,30/06/2020,Non requis,Non,19210,Essence,Manuelle,gris foncé metal,5.0,5.0,3.97,Grand coffre,4.6,105.0
50,23510,2020,France,23/08/2020,Non requis,Oui,89716,Diesel,Automatique,noir,5.0,5.0,4.3,Moyen Coffre,5.0,119.0
51,35630,2023,France,27/04/2023,Non requis,Oui,27140,Essence,Automatique,noir,5.0,5.0,4.43,Moyen Coffre,6.3,146.0
52,19980,2017,France,19/06/2017,Requis,Oui,136725,Diesel,Manuelle,argent,5.0,5.0,4.48,Moyen Coffre,4.4,127.0
53,46230,2023,France,28/02/2023,Non requis,Oui,25865,Essence,Automatique,noir,5.0,5.0,4.21,Moyen Coffre,6.1,147.0
54,23820,2019,France,22/08/2019,Requis,Oui,122106,Diesel,Automatique,gris clair,5.0,5.0,4.69,Moyen Coffre,4.9,139.0
55,27780,2024,Importé,12/12/2024,Non requis,Non,11,Essence,Automatique,gris,5.0,,,,,133.0
56,50380,2017,Importé,07/12/2017,Requis,Non,60366,Essence,Automatique,noir,2.0,4.0,4.78,Moyen Coffre,8.2,281.0
57,27040,2020,France,02/03/2020,Non requis,Non,117178,Diesel,Automatique,Noir,5.0,5.0,4.49,Moyen Coffre,4.7,123.0
58,24820,2020,France,13/03/2020,Non requis,Non,67667,Essence,Manuelle,ROUGE ULTIMATE,5.0,5.0,4.45,Moyen Coffre,5.1,113.0
59,17100,2021,Importé,31/12/2021,Non requis,Oui,51177,Essence,Manuelle,noir,3.0,,,,,131.0
60,44060,2020,Importé,10/11/2020,Non requis,Oui,115746,Diesel,Automatique,noir,5.0,,,,,165.0
61,12700,2009,France,31/03/2009,Requis,Oui,76818,Diesel,Manuelle,gris foncé metal,5.0,5.0,4.24,Moyen Coffre,4.0,119.0
62,110630,2021,Importé,27/02/2021,Non requis,Non,82093,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.92,Moyen Coffre,,
63,30560,2020,France,09/08/2020,Non requis,Non,114342,Diesel,Automatique,gris metal,5.0,5.0,4.42,Moyen Coffre,4.0,107.0
64,30220,2023,France,24/07/2023,Non requis,Oui,801,Essence,Manuelle,noir,5.0,5.0,4.15,Petit coffre,5.5,126.0
65,40500,2023,Importé,28/11/2023,Non requis,Oui,11726,Essence,Automatique,bleu,5.0,,,,,145.0
66,29630,2020,Importé,13/12/2020,Non requis,Non,59290,Essence,Automatique,gris,3.0,4.0,3.66,Moyen Coffre,,153.0
67,101680,2023,France,26/10/2023,Non requis,Oui,36047,Electrique,Automatique,noir,4.0,5.0,4.99,Moyen Coffre,,
68,15110,2015,France,02/07/2015,Requis,Non,96760,Electrique,Automatique,blanc,5.0,5.0,4.14,Petit coffre,,
69,24960,2024,Importé,22/12/2024,Non requis,Non,13,Essence,Manuelle,bleu,5.0,,,,,123.0
70,13550,2019,France,28/09/2019,Requis,Non,103161,Diesel,Manuelle,gris,5.0,5.0,4.04,Grand coffre,3.8,95.0
71,27230,2022,France,25/12/2022,Non requis,Non,26651,Essence,Automatique,gris,5.0,5.0,4.3,Moyen Coffre,6.0,136.0
72,12380,2013,France,18/03/2013,Requis,Non,156876,Diesel,Manuelle,gris,2.0,4.0,4.25,Moyen Coffre,4.8,125.0
73,40130,2024,France,27/07/2024,Non requis,Oui,6100,Diesel,Automatique,noir,4.0,5.0,4.35,Grand coffre,4.6,123.0
74,17220,2017,France,01/07/2017,Requis,Non,50715,Essence,Manuelle,blanc,5.0,5.0,4.25,Grand coffre,3.8,104.0
75,23490,2023,France,20/12/2023,Non requis,Non,23380,Essence,Manuelle,gris foncé,5.0,5.0,4.34,Moyen Coffre,6.2,141.0
76,56480,2000,France,14/01/2001,Requis,Non,34802,Essence,Automatique,rouge metal,2.0,2.0,4.2,,,
77,20030,2020,France,23/10/2020,Non requis,Oui,67832,Essence,Manuelle,GRIS CLAIR,5.0,5.0,4.41,Moyen Coffre,6.0,136.0
78,39080,2024,France,17/03/2024,Non requis,Oui,5250,Diesel,Automatique,noir,5.0,5.0,4.37,Grand coffre,4.9,130.0
79,31200,2023,France,30/03/2023,Non requis,Oui,26374,Essence,Automatique,GRIS FONCE,5.0,5.0,4.36,Grand coffre,5.8,131.0
80,153610,2023,Importé,28/07/2023,Non requis,Oui,5021,Essence,Automatique,gris mat,2.0,4.0,4.75,Moyen Coffre,11.3,253.0
81,53700,2021,Importé,16/01/2022,Non requis,Non,24870,Essence,Automatique,gris foncé,5.0,5.0,4.68,Grand coffre,8.3,179.0
82,36870,2023,France,03/10/2023,Non requis,Non,12,Diesel,Automatique,gris,5.0,5.0,4.37,Grand coffre,4.9,128.0
83,37590,2022,France,17/05/2022,Non requis,Non,25067,Essence,Automatique,Gris,5.0,5.0,4.21,Moyen Coffre,6.0,138.0
84,27850,2024,France,04/09/2024,Non requis,Oui,1,Essence,Manuelle,blanc,5.0,5.0,4.5,Moyen Coffre,6.1,141.0
85,25180,2021,France,28/09/2021,Non requis,Non,56960,Diesel,Manuelle,BLANC,4.0,3.0,4.96,,,223.0
86,27320,2020,France,09/04/2020,Non requis,Oui,86498,Essence,Automatique,gris clair,5.0,5.0,4.45,Moyen Coffre,5.1,115.0
87,47500,2023,France,16/01/2024,Non requis,Oui,5400,Hybride essence électrique,Automatique,gris metal,5.0,5.0,4.42,Moyen Coffre,,
88,10620,2015,France,13/02/2015,Requis,Non,170096,Essence,Manuelle,blanc,5.0,5.0,4.3,Grand coffre,4.3,114.0
89,26870,2022,France,07/03/2022,Non requis,Oui,42820,Essence,Manuelle,rouge,5.0,5.0,4.3,Moyen Coffre,5.6,127.0
90,286610,2024,Importé,23/09/2024,Non requis,Oui,44,Essence,Automatique,gris metal,5.0,5.0,5.05,Grand coffre,11.4,259.0
91,46640,2016,Importé,31/08/2016,Requis,Oui,104410,Essence,Automatique,noir verni,5.0,5.0,4.68,Moyen Coffre,8.7,204.0
92,117240,2024,France,02/10/2024,Non requis,Non,6050,Electrique,Automatique,noir metal,4.0,5.0,4.69,Moyen Coffre,,
93,45080,2011,France,21/07/2011,Requis,Non,109266,Essence,Automatique,marron metal,2.0,2.0,4.34,Moyen Coffre,9.4,221.0
94,55740,2020,France,16/09/2020,Non requis,Oui,83238,Diesel,Automatique,noir metal,5.0,5.0,4.8,Moyen Coffre,6.2,165.0
95,60140,2022,France,07/03/2022,Non requis,Non,40590,Diesel,Automatique,Gris,5.0,5.0,4.68,Moyen Coffre,5.8,155.0
96,47180,2023,France,25/03/2023,Non requis,Oui,5573,Electrique,Automatique,blanc verni,5.0,5.0,4.15,Petit coffre,,
97,44830,2023,France,14/12/2023,Non requis,Non,19073,Hybride essence électrique,Automatique,Gris,5.0,5.0,4.4,Moyen Coffre,,
98,36360,2023,Importé,16/09/2023,Non requis,Non,15875,Essence,Automatique,bleu,5.0,,,,,145.0
99,56160,2023,France,30/04/2023,Non requis,Oui,10516,Diesel,Automatique,gris,5.0,5.0,4.94,Grand coffre,5.6,149.0
100,25970,2021,France,28/11/2021,Non requis,Oui,53315,Essence,Automatique,noir verni,5.0,5.0,4.03,Grand coffre,6.3,143.0
101,17260,2020,Importé,07/08/2020,Non requis,Non,59355,Essence,Manuelle,bleu foncé,5.0,5.0,4.25,Grand coffre,4.7,108.0
102,11180,2016,France,16/11/2016,Requis,Oui,98920,Essence,Manuelle,rouge foncé,5.0,5.0,4.05,Moyen Coffre,4.2,115.0
103,68900,2022,France,19/07/2022,Non requis,Oui,19773,Diesel,Automatique,noir,5.0,8.0,4.89,,7.2,189.0
104,41690,2019,France,22/10/2019,Requis,Non,78650,Diesel,Automatique,Bleu,2.0,4.0,4.69,Moyen Coffre,5.0,133.0
105,22580,2020,Importé,16/11/2020,Non requis,Oui,64692,Essence,Automatique,gris titanium,5.0,,,,,135.0
106,28580,2024,Importé,22/12/2024,Non requis,Non,11,Essence,Manuelle,bleu,5.0,,,,,122.0
107,21580,2019,Importé,22/08/2019,Requis,Oui,104040,Diesel,Manuelle,gris metal,4.0,5.0,4.69,Grand coffre,3.9,101.0
108,14960,2017,France,29/06/2017,Requis,Non,104325,Diesel,Manuelle,noir,5.0,5.0,4.28,Petit coffre,4.3,114.0
109,29260,2022,France,29/03/2022,Non requis,Oui,15860,Essence,Automatique,vert nacre,5.0,5.0,4.16,Moyen Coffre,6.1,140.0
110,18170,2020,France,27/02/2020,Non requis,Oui,116993,Essence,Automatique,noir metal,5.0,5.0,4.21,Moyen Coffre,5.6,114.0
111,19150,2018,France,16/11/2018,Requis,Non,43306,Essence,Manuelle,blanc,5.0,5.0,4.39,Moyen Coffre,5.1,129.0
112,57310,2017,Importé,04/11/2017,Requis,Oui,32760,Essence,Automatique,bleu verni,2.0,4.0,4.78,Moyen Coffre,12.0,281.0
113,156280,2016,Importé,28/05/2016,Requis,Oui,68425,Essence,Automatique,noir metal,2.0,4.0,4.51,Petit coffre,9.9,233.0
114,23080,2022,Importé,19/11/2022,Non requis,Non,12016,Essence,Manuelle,gris,5.0,,,,,130.0
115,35630,2024,France,19/09/2024,Non requis,Oui,5,Diesel,Manuelle,blanc,4.0,3.0,4.96,,6.6,176.0
116,35980,2020,France,26/12/2020,Non requis,Non,63884,Diesel,Automatique,bleu,5.0,5.0,4.36,Moyen Coffre,4.4,115.0
117,20110,2023,France,29/03/2023,Non requis,Oui,21849,Essence,Manuelle,Gris Aluminium,5.0,5.0,4.06,Grand coffre,5.1,116.0
118,38060,2023,France,29/07/2023,Non requis,Non,12,Diesel,Automatique,bleu,5.0,5.0,4.12,Petit coffre,4.8,125.0
119,20610,2021,France,31/12/2021,Non requis,Oui,28505,Essence,Manuelle,orange metal,5.0,5.0,4.05,Grand coffre,5.3,119.0
120,6690,2011,France,15/07/2011,Requis,Non,155172,Essence,Manuelle,gris clair,3.0,4.0,3.62,Moyen Coffre,4.4,119.0
121,13620,2019,France,06/01/2020,Non requis,Oui,50126,Essence,Manuelle,bleu,5.0,5.0,4.37,Grand coffre,4.5,132.0
122,47910,2024,France,15/02/2024,Non requis,Oui,1060,Hybride essence électrique,Automatique,P. M. Bleu Obsession,4.0,5.0,4.69,Grand coffre,,
123,26380,2020,France,16/04/2020,Non requis,Oui,50058,Diesel,Manuelle,BLANC,4.0,3.0,5.41,,5.9,162.0
124,31440,2022,France,16/06/2022,Non requis,Non,20608,Essence,Automatique,noir,5.0,5.0,4.21,Moyen Coffre,6.1,138.0
125,31180,2022,France,16/01/2023,Non requis,Oui,13224,Electrique,Automatique,gris clair,5.0,5.0,4.06,Grand coffre,,
126,16320,2021,France,10/03/2021,Non requis,Oui,68709,Diesel,Automatique,bleu,5.0,5.0,4.36,Moyen Coffre,4.7,121.0
127,26330,2021,France,14/04/2021,Non requis,Non,18402,Essence,Manuelle,CREME,3.0,4.0,3.98,Grand coffre,5.1,115.0
128,65610,2023,France,12/03/2023,Non requis,Non,37835,Diesel,Automatique,vert foncé,4.0,5.0,4.78,Grand coffre,5.1,138.0
129,23080,2020,France,20/03/2020,Non requis,Oui,103557,Diesel,Automatique,BLEU,5.0,5.0,4.11,Moyen Coffre,4.2,105.0
130,13350,2022,France,16/02/2022,Non requis,Non,17408,Essence,Manuelle,BLEU CALVI,5.0,4.0,3.48,Moyen Coffre,4.9,110.0
131,20220,2021,France,23/11/2021,Non requis,Non,65593,Diesel,Manuelle,platine,5.0,7.0,4.64,Moyen Coffre,5.6,147.0
132,19080,2016,France,03/08/2016,Requis,Non,95431,Diesel,Manuelle,gris metal,5.0,7.0,4.6,Petit coffre,4.0,106.0
133,26930,2021,France,21/09/2021,Non requis,Oui,80737,Diesel,Automatique,gris,5.0,5.0,4.28,Grand coffre,4.4,114.0
134,111980,2020,Importé,29/06/2020,Non requis,Non,47772,Essence,Automatique,bleu mat,5.0,5.0,4.8,Moyen Coffre,11.8,270.0
135,36560,2020,France,12/11/2020,Non requis,Non,75160,Diesel,Automatique,Teinte M. Gris Platinium,5.0,7.0,4.64,Grand coffre,4.0,98.0
136,16780,2019,France,01/06/2019,Requis,Non,60298,Essence,Automatique,GRIS,5.0,5.0,4.16,Moyen Coffre,5.5,114.0
137,70180,2023,France,24/05/2023,Non requis,Non,11,Diesel,Automatique,noir,5.0,5.0,,,,
138,30730,2021,France,14/09/2021,Non requis,Oui,55464,Essence,Manuelle,Noir,5.0,5.0,4.31,Grand coffre,5.9,134.0
139,27910,2023,France,24/12/2023,Non requis,Oui,24805,Electrique,Automatique,BLANC NACRÉ,5.0,5.0,4.06,Moyen Coffre,,
140,52070,2021,France,28/01/2022,Non requis,Oui,50840,Hybride essence électrique,Automatique,noir metal,5.0,5.0,4.66,Moyen Coffre,,
141,16480,2018,France,10/08/2018,Requis,Non,83133,Essence,Manuelle,bleu metal,5.0,5.0,4.38,Moyen Coffre,4.5,117.0
142,30230,2014,Importé,24/04/2014,Requis,Non,64009,Essence,Manuelle,gris metal,3.0,4.0,4.19,Moyen Coffre,5.2,154.0
143,11190,2014,France,24/06/2014,Requis,Non,195766,Diesel,Manuelle,noir,5.0,5.0,4.43,Moyen Coffre,3.8,110.0
144,30490,2020,France,16/09/2020,Non requis,Oui,39674,Essence,Manuelle,gris metal,2.0,2.0,3.92,Petit coffre,,
145,37460,2024,Importé,28/04/2024,Non requis,Non,13,Hybride essence électrique,Automatique,gris,5.0,,,,,
146,51030,2023,Importé,23/10/2023,Non requis,Non,15357,Essence,Automatique,noir,5.0,,,,,153.0
147,28500,2022,France,26/05/2022,Non requis,Non,45136,Essence,Manuelle,gris,5.0,5.0,4.25,Grand coffre,5.6,126.0
148,21160,2021,France,08/11/2021,Non requis,Oui,42558,Essence,Manuelle,GRIS FONCE,5.0,5.0,4.16,Moyen Coffre,6.3,136.0
149,27370,2021,France,30/07/2021,Non requis,Oui,20461,Diesel,Automatique,gris,5.0,5.0,4.35,Moyen Coffre,4.9,130.0
150,38420,2020,France,21/05/2020,Non requis,Non,111197,Essence,Automatique,blanc,5.0,5.0,4.48,Moyen Coffre,5.9,129.0
151,23200,2021,France,15/12/2021,Non requis,Oui,68252,Essence,Automatique,gris titanium,5.0,5.0,4.45,Moyen Coffre,6.7,154.0
152,36280,2021,France,15/07/2021,Non requis,Oui,149412,Diesel,Automatique,blanc,5.0,7.0,4.71,Petit coffre,5.8,164.0
153,13980,2020,France,23/06/2020,Non requis,Non,114643,Diesel,Manuelle,rouge,5.0,5.0,4.16,Moyen Coffre,3.8,107.0
154,86780,2019,Importé,23/02/2019,Requis,Non,79112,Essence,Automatique,blanc metal,5.0,5.0,5.0,Moyen Coffre,10.9,253.0
155,32190,2023,Importé,25/06/2023,Non requis,Oui,1268,Essence,Manuelle,noir,5.0,,,,,140.0
156,84810,2012,Importé,17/02/2012,Requis,Non,107640,Essence,Automatique,noir,2.0,4.0,4.44,Petit coffre,7.0,233.0
157,7660,2011,France,03/01/2012,Requis,Non,115640,Essence,Manuelle,gris metal,3.0,4.0,3.69,Moyen Coffre,5.8,140.0
158,73180,2020,France,01/10/2020,Non requis,Non,119595,Hybride essence électrique,Automatique,gris metal,5.0,5.0,4.88,Moyen Coffre,,
159,69370,2021,Importé,12/09/2021,Non requis,Non,36587,Hybride essence électrique,Automatique,gris,,,,,,
160,88900,2021,Importé,10/09/2021,Non requis,Non,56053,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.88,Moyen Coffre,,
161,50500,2024,France,06/11/2024,Non requis,Oui,1,Diesel,Automatique,gris,4.0,3.0,4.97,,,228.0
162,27990,2021,Importé,11/04/2021,Non requis,Non,29120,Essence,Automatique,gris,5.0,,,,,141.0
163,42900,2023,France,07/10/2023,Non requis,Oui,10873,Diesel,Automatique,Gris,5.0,7.0,4.64,,5.3,140.0
164,31480,2021,Importé,21/04/2021,Non requis,Oui,61830,Diesel,Automatique,gris clair,5.0,7.0,,,,121.0
165,23920,2017,France,21/03/2017,Requis,Non,67255,Essence,Automatique,vert,3.0,5.0,4.24,Moyen Coffre,5.6,129.0
166,42490,2018,France,04/09/2018,Requis,Non,174618,Essence,Automatique,noir metal,5.0,5.0,4.66,Moyen Coffre,6.9,189.0
167,248480,2019,France,21/11/2019,Non requis,Non,27617,Essence,Automatique,titane,2.0,4.0,4.59,Moyen Coffre,10.7,245.0
168,121930,2020,Importé,10/03/2020,Non requis,Non,52878,Hybride essence électrique,Automatique,noir,5.0,5.0,4.93,Moyen Coffre,,
169,43540,2022,France,21/05/2022,Non requis,Oui,32559,Hybride essence électrique,Automatique,noir,5.0,5.0,4.45,Petit coffre,,
170,312480,2020,Importé,04/04/2020,Non requis,Non,31075,Essence,Automatique,bleu metal,3.0,4.0,4.92,Grand coffre,15.3,350.0
171,27480,2024,France,08/06/2024,Non requis,Non,19920,Essence,Automatique,bleu,5.0,5.0,4.07,Grand coffre,5.5,126.0
172,20690,2022,France,22/03/2022,Non requis,Oui,14326,Essence,Automatique,BLANC BANQUISE,5.0,5.0,4.06,Grand coffre,5.4,123.0
173,26530,2023,France,25/05/2023,Non requis,Non,24976,Diesel,Automatique,GRIS ARGENT,5.0,5.0,4.16,Moyen Coffre,5.0,131.0
174,25720,2020,France,23/02/2020,Non requis,Non,108825,Diesel,Manuelle,noir,5.0,5.0,4.45,Moyen Coffre,4.0,106.0
175,14910,2014,France,14/03/2014,Requis,Oui,100510,Essence,Manuelle,gris foncé metal,5.0,5.0,4.4,Grand coffre,5.5,149.0
176,28630,2016,France,10/09/2016,Requis,Non,128222,Hybride essence électrique,Automatique,noir metal,5.0,5.0,4.63,Moyen Coffre,,
177,90490,2017,Importé,31/01/2018,Requis,Oui,86788,Essence,Automatique,noir,5.0,5.0,4.86,Moyen Coffre,8.9,267.0
178,29910,2023,Importé,09/10/2023,Non requis,Non,2355,Hybride essence électrique,Automatique,orange,5.0,,,,,
179,30760,2022,France,16/02/2022,Non requis,Oui,12489,Electrique,Automatique,GRIS ARTENSE,5.0,5.0,4.3,Moyen Coffre,,
180,22780,2019,France,03/11/2019,Requis,Non,78977,Essence,Automatique,GRIS ARTENSE,5.0,5.0,4.59,Grand coffre,4.3,112.0
181,16810,2021,France,02/01/2022,Non requis,Oui,67216,Diesel,Manuelle,blanc,5.0,5.0,4.36,Moyen Coffre,3.9,102.0
182,106980,2022,France,11/02/2022,Non requis,Oui,33308,Hybride diesel électrique,Automatique,Noir,5.0,5.0,4.94,,,
183,107330,2021,France,09/09/2021,Non requis,Non,44635,Essence,Automatique,noir,2.0,4.0,4.75,,11.5,260.0
184,26730,2023,Importé,09/04/2023,Non requis,Oui,20413,Essence,Manuelle,gris foncé,5.0,,,,,122.0
185,14730,2021,France,23/10/2021,Non requis,Non,105492,Diesel,Manuelle,gris metal,5.0,5.0,4.05,Grand coffre,3.6,95.0
186,10880,2014,France,29/04/2014,Requis,Non,172057,Diesel,Manuelle,gris verni,5.0,5.0,4.36,Moyen Coffre,3.7,109.0
187,72250,2017,France,29/06/2017,Requis,Non,41580,Essence,Automatique,vert metal,2.0,4.0,4.64,Grand coffre,9.3,211.0
188,26270,2020,France,29/10/2020,Non requis,Oui,30960,Essence,Manuelle,rouge metal,2.0,2.0,3.92,Petit coffre,,
189,30010,2024,France,25/10/2024,Non requis,Oui,56,Essence,Manuelle,Gris,4.0,5.0,4.24,Petit coffre,5.4,124.0
190,26890,2020,Importé,09/03/2020,Non requis,Oui,85270,Diesel,Manuelle,gris foncé,5.0,5.0,,,,107.0
191,19510,2009,France,20/12/2009,Requis,Non,143960,Essence,Manuelle,blanc metal,2.0,2.0,4.18,Moyen Coffre,7.8,186.0
192,14980,2015,France,19/06/2015,Requis,Non,76855,Diesel,Manuelle,blanc,5.0,5.0,3.97,Grand coffre,3.1,88.0
193,34770,2023,France,05/09/2023,Non requis,Oui,5581,Hybride essence électrique,Automatique,blanc,5.0,5.0,4.39,,,
194,19590,2024,France,28/07/2024,Non requis,Non,11,Essence,Manuelle,blanc,5.0,5.0,4.05,Grand coffre,5.1,116.0
195,22480,2016,France,30/06/2016,Requis,Non,52629,Essence,Automatique,gris metal,3.0,4.0,3.66,Petit coffre,4.7,134.0
196,21950,2020,France,18/10/2020,Non requis,Non,50330,Essence,Automatique,rouge,5.0,5.0,4.36,Grand coffre,5.5,125.0
197,15480,2015,France,06/09/2015,Requis,Non,79417,Diesel,Manuelle,blanc,5.0,5.0,3.97,Grand coffre,3.1,88.0
198,28050,2023,France,17/08/2023,Non requis,Oui,12091,Essence,Automatique,BLEU VERTIGO,5.0,5.0,4.3,Moyen Coffre,5.9,134.0
199,18980,2020,France,13/11/2020,Non requis,Oui,61658,Diesel,Manuelle,beige,5.0,5.0,4.16,Moyen Coffre,4.0,104.0
200,18440,2023,Importé,13/10/2023,Non requis,Non,11,Essence,Manuelle,noir,5.0,,,,,123.0
201,22240,2021,France,21/10/2021,Non requis,Oui,93082,Diesel,Automatique,noir,5.0,5.0,4.36,Moyen Coffre,,158.0
202,19570,2023,Importé,28/10/2023,Non requis,Non,128,Essence,Manuelle,rouge,5.0,,,,,118.0
